CUT TREE,VICTIM,Category Damage
T0103021266,T0104032302,1
T0104078369,T0104075374,1
T0104078369,T0105058402,1
T0104078369,T0105057405,1
T0104078369,T0105057405,1
T0104078369,T0204105356,2
T0104078369,T0204108352,2
T0104035350,T0104000352,2
T0104035350,T0104036326,1
T0104035350,T0104001353,2
T0104035350,T0104004351,2
T0104035350,T0104000348,2
T0104035350,T0104001352,2
T0104024358,T0104046327,2
T0104024358,T0104043331,2
T0104024358,T0104048328,2
T0104037393,T0104004392,2
T0104037393,T0104007392,2
T0104075335,T0104097365,1
T0104075335,T0104098367,1
T0104075335,T0104085349,1
T0104075335,T0104098354,2
T0104075335,T0204102358,2
T0104075335,T0204100370,1
T0104075335,T0204100369,1
T0104075335,T0204100350,2
T0104044382,T0104020366,2
T0104044382,T0104022367,2
T0104044382,T0104014363,2
T0104044382,T0104036369,1
T0104044382,T0104019363,2
T0104081353,T0104067385,2
T0104081353,T0104061384,2
T0104081353,T0104064384,2
T0104081353,T0204112334,1
T0104081353,T0204117332,1
T0104081353,T0204106338,1
T0104079345,T0104099365,1
T0104079345,T0104099364,2
T0104079345,T0104087353,1
T0104079345,T0204105365,2
T0104079345,T0204111378,1
T0104060356,T0104069366,1
T0104060356,T0104090378,2
T0104060356,T0104086375,2
T0104060356,T0104089390,1
T0104060356,T0104088388,1
T0104002305,T0103031286,2
T0104002305,T0103032289,2
T0104002305,T0103031284,2
T0104091315,T0104096346,2
T0104091315,T0104087347,2
T0104052301,T0103082283,2
T0104052301,T0103083287,2
T0104052301,T0103085286,2
T0105002496,T0105002466,2
T0105002496,T0105001465,2
T0105002496,T0105002464,2
T0105002496,T0105002465,2
T0105017498,T0105040474,2
T0105017498,T0105036473,2
T0105017498,T0105044471,2
T0105021468,T0105023432,1
T0105021468,T0105023436,1
T0105033422,T0104018388,2
T0105033422,T0104016391,2
T0105033422,T0104018388,2
T0105021485,T0105048473,2
T0105021485,T0105053476,2
T0105021485,T0105052475,2
T0105021485,T0105052481,2
T0105021485,T0106014513,1
T0105091410,T0105078446,1
T0105091410,T0204119397,2
T0105091410,T0204121395,2
T0105091410,T0204121394,2
T0105091410,T0205123401,2
T0105014449,T0105004417,2
T0105014449,T0105008418,2
T0105055460,T0105068490,2
T0105055460,T0105075489,2
T0105055460,T0105077474,1
T0105055460,T0105074489,2
T0105069464,T0105099483,2
T0105069464,T0105097484,2
T0105069464,T0105094490,2
T0105069464,T0105074470,1
T0105069464,T0206100500,1
T0105044413,T0105018414,2
T0105044413,T0105015413,2
T0105044413,T0105015416,2
T0105094400,T0104087394,1
T0105094400,T0104075372,2
T0105094400,T0104071375,2
T0105094400,T0104068373,2
T0105094400,T0104065375,1
T0105094400,T0104066376,1
T0105033406,T0104011381,2
T0105033406,T0104012384,2
T0105033406,T0104015384,2
T0105033406,T0104011384,2
T0105033406,T0104015384,2
T0105033406,T0104014383,2
T0105033406,T0104014388,1
T0105028443,T0105024477,2
T0105028443,T0105026471,2
T0105028443,T0105031471,2
T0105028443,T0105029471,2
T0105028443,T0105029471,2
T0105028443,T0105026475,2
T0106004555,T0106022531,2
T0106047598,T0106076585,2
T0106047598,T0106080580,2
T0106047598,T0106079583,2
T0106047598,T0106075581,2
T0106047598,T0106079582,2
T0106047598,T0106079582,2
T0106047598,T0107036622,1
T0106044581,T0106022564,2
T0106044581,T0106022564,2
T0106044581,T0106022554,1
T0106044581,T0106030564,1
T0106044581,T0106017549,1
T0106020500,T0106042526,2
T0106020500,T0106040531,2
T0106020500,T0106043516,1
T0106020500,T0106043529,2
T0106049586,T0107032614,2
T0106049586,T0107032618,2
T0106091542,T0206103570,2
T0106091542,T0206107573,2
T0106091542,T0206106569,2
T0106091542,T0206117556,1
T0106091542,T0206117557,1
T0106091542,T0206109572,2
T0106025537,T0106036573,2
T0106025537,T0106035573,2
T0106025537,T0106036574,2
T0106025537,T0106047542,1
T0106025537,T0106054544,1
T0106025537,T0106033567,2
T0106034525,T0106000543,2
T0106034525,T0106044508,1
T0106034525,T0106003544,2
T0106044543,T0106080538,2
T0106044543,T0106040566,1
T0106044543,T0106078535,2
T0106044543,T0106039574,1
T0106044543,T0106073535,2
T0106079525,T0106093562,1
T0106079525,T0206111540,2
T0106079525,T0206110537,2
T0106079525,T0206110538,2
T0106079525,T0206109539,2
T0106003583,T0106036553,1
T0106073596,T0106062568,2
T0106083575,T0106046594,1
T0106083575,T0106051592,1
T0106083575,T0106096541,2
T0106083575,T0106097545,2
T0106083575,T0106045595,1
T0106083575,T0106096545,2
T0106083575,T0106095545,2
T0106083575,T0206100548,2
T0106083575,T0206103544,2
T0106083575,T0206100543,2
T0106083575,T0206100544,2
T0107033668,T0107063657,2
T0107033668,T0107062656,2
T0107033668,T0107063655,2
T0107033668,T0107069652,2
T0107033668,T0107062654,2
T0107049680,T0107081698,2
T0107049680,T0107055689,1
T0107049680,T0108071715,1
T0107049680,T0108064703,1
T0107045616,T0107074631,1
T0107045616,T0107081635,1
T0107045616,T0107062648,2
T0107045616,T0107056642,2
T0107045616,T0107074631,1
T0107017640,T0107056655,1
T0107017640,T0107027671,2
T0107017640,T0107033676,2
T0107017640,T0107050653,1
T0107017640,T0107051654,1
T0107017640,T0107031675,2
T0107017640,T0107048653,1
T0107017640,T0107053654,1
T0107017640,T0107027670,2
T0107048686,T0108069700,1
T0107048686,T0108063713,2
T0107048686,T0108062713,2
T0107048686,T0108066718,2
T0107032694,T0108043722,2
T0107032694,T0108048723,2
T0107032694,T0108043725,2
T0107032694,T0108054706,1
T0107032694,T0108044721,2
T0107031659,T0107025678,1
T0107031659,T0107068648,2
T0107031659,T0107020693,1
T0107031659,T0107066647,2
T0107061624,T0107054654,1
T0107061624,T0107092616,2
T0107061624,T0107057639,1
T0107061624,T0107097618,2
T0107061624,T0107090613,2
T0107061624,T0107092612,2
T0107008600,T0107039620,2
T0107008600,T0107035618,2
T0107008600,T0107035616,2
T0107012609,T0106003576,2
T0107012609,T0106011579,2
T0107012609,T0106011574,2
T0107012609,T0106004577,2
T0107012609,T0106006580,2
T0107006654,T0107034655,2
T0107006654,T0107040655,2
T0107006654,T0107040659,2
T0107006654,T0107034655,2
T0107006654,T0107036658,2
T0107006654,T0107036653,2
T0107070666,T0107042657,2
T0108044700,T0107080694,1
T0108044700,T0108036738,2
T0108044700,T0108037733,2
T0108044700,T0108033735,2
T0108044700,T0108038731,2
T0108004712,T0107011685,2
T0108004712,T0107014679,2
T0108054747,T0108037776,2
T0108054747,T0108034780,2
T0108054747,T0108058745,1
T0108045778,T0108055743,2
T0108045778,T0108012784,1
T0108045778,T0108046745,2
T0108045778,T0108048745,2
T0108045778,T0108054749,2
T0108070794,T0109089801,1
T0108070794,T0109083819,2
T0108070794,T0109084819,2
T0108070794,T0109082824,2
T0108074745,T0108078775,1
T0108074745,T0208109749,2
T0108074745,T0208103750,2
T0108081739,T0108096709,2
T0108081739,T0108044755,1
T0108081739,T0108054751,1
T0108081739,T0108099707,2
T0108081739,T0108097707,2
T0108055773,T0109059803,2
T0108055773,T0109055806,2
T0108055773,T0109058806,2
T0108055773,T0109058802,2
T0108055773,T0109054806,2
T0108029767,T0108062781,2
T0108029767,T0108032775,1
T0108029767,T0108064781,2
T0108029767,T0108064782,2
T0108029767,T0108060781,2
T0108091764,T0108093795,2
T0108091764,T0108096799,2
T0108091764,T0108092797,2
T0108091764,T0208111765,1
T0108091764,T0208123766,1
T0108019776,T0108031742,1
T0108019776,T0108033738,1
T0109000819,T0109020847,2
T0109000819,T0109022847,2
T0109000819,T0109023846,2
T0109000819,T0109032844,1
T0109000819,T0109023847,2
T0109060825,T0108062798,1
T0109060825,T0109062802,1
T0109060825,T0109028827,2
T0109060825,T0109028830,2
T0109060825,T0109023830,2
T0109060825,T0109029831,2
T0109060825,T0109062802,1
T0109060825,T0109025826,2
T0109016822,T0109051834,2
T0109016822,T0109050832,2
T0109016822,T0109025854,1
T0109062827,T0109092843,2
T0109062827,T0109079857,1
T0109062827,T0109092846,2
T0109094807,T0209118819,1
T0109094807,T0209108837,2
T0109094807,T0209120820,1
T0109094807,T0209110835,2
T0109094807,T0209108840,2
T0109094807,T0209108839,2
T0109094807,T0209110834,2
T0109051826,T0109073805,2
T0109051826,T0109075809,2
T0109051826,T0109078808,2
T0109051826,T0109078803,2
T0109051826,T0109071809,2
T0109051826,T0109026853,1
T0109051826,T0109073810,2
T0109051826,T0109077809,2
T0109022881,T0109059875,1
T0109022881,T0109054875,1
T0109022881,T0110015911,2
T0109050853,T0109017858,2
T0109050853,T0109056818,1
T0109050853,T0109016862,2
T0109050853,T0109016859,2
T0109074860,T0109082828,2
T0109074860,T0109074827,2
T0109074860,T0109080828,2
T0109057815,T0109042844,2
T0109057815,T0109059814,1
T0109057815,T0109041842,2
T0109057815,T0109042848,2
T0109004887,T0109035883,2
T0109004887,T0109039881,2
T0109004887,T0109035882,2
T0109004887,T0109034882,2
T0109004887,T0109035888,2
T0109004887,T0109038888,2
T0109004887,T0110002915,1
T0109004887,T0110001924,1
T0109021854,T0109031823,2
T0109088808,T0208116792,2
T0109088808,T0208116796,2
T0110043906,T0109055869,1
T0110043906,T0110007919,2
T0110043906,T0110005916,2
T0110043906,T0110013918,2
T0110049904,T0110037937,2
T0110049904,T0110041934,2
T0110054908,T0110065936,2
T0110054908,T0110068912,1
T0110054908,T0110062940,2
T0110077917,T0109055882,1
T0110077917,T0109049895,2
T0110077917,T0109048897,2
T0110077917,T0109052899,2
T0110077917,T0109050898,2
T0110077917,T0109050899,2
T0110077917,T0110053903,2
T0110077917,T0110051901,2
T0110077917,T0110067902,1
T0110075994,T0110069961,2
T0110075994,T0110041988,1
T0110075994,T0110063992,1
T0110075994,T0110067961,2
T0110075994,T0110066962,2
T0110075994,T0110038987,1
T0110075994,T0110072963,2
T0110074933,T0110091959,2
T0110074933,T0110093948,1
T0110074933,T0110098960,2
T0110068901,T0110045922,2
T0110068901,T0110043926,2
T0110068901,T0110040927,2
T0110076972,T0110096995,2
T0110076972,T0110093987,1
T0110076972,T0210101997,2
T0110076972,T0210103995,2
T0110030998,T0110063986,2
T0110030998,T0110056990,2
T0110030998,T0110060991,2
T0110000934,T0110014960,2
T0110000934,T0110017961,2
T0110000934,T0110031956,1
T0110053977,T0110084975,2
T0110053977,T0110087975,2
T0110053977,T0110084977,2
T0110053977,T0110084976,2
T0110053977,T0110081981,2
T0110053977,T0110088978,2
T0110043969,T0110058999,2
T0110043969,T0110077982,1
T0110043969,T0110060975,1
T0201184028,T0201149051,1
T0201184028,T0201152048,1
T0201123098,T0201146084,1
T0201123098,T0202108126,2
T0201123098,T0202103122,2
T0201123098,T0202106128,2
T0201123098,T0202105128,2
T0201127039,T0101098051,2
T0201127039,T0101093055,2
T0201127039,T0201140010,1
T0201127039,T0201144003,1
T0201127039,T0201140011,1
T0201146097,T0201166087,1
T0201146097,T0201174083,1
T0201146097,T0202128130,2
T0201146097,T0202131125,2
T0201146097,T0202130125,2
T0201146097,T0202130127,2
T0201186021,T0201167004,1
T0201186021,T0201174010,1
T0201186021,T0201174010,1
T0201164045,T0201175075,2
T0201164045,T0201181076,2
T0201164045,T0201175050,1
T0201164045,T0201175076,2
T0201141097,T0201167099,1
T0201141097,T0202173100,1
T0201141097,T0202146135,2
T0201141097,T0202144128,2
T0201141097,T0202176100,1
T0201160072,T0201181099,2
T0201160072,T0201183093,2
T0201160072,T0201182098,2
T0201160072,T0202194100,1
T0201145034,T0201114040,1
T0201145034,T0201111041,1
T0201142058,T0201159026,2
T0201142058,T0201116068,1
T0201142058,T0201155028,2
T0201142058,T0201158022,2
T0201133054,T0201135074,1
T0201133054,T0201164058,2
T0201133054,T0201167055,2
T0201133054,T0201135071,1
T0201113075,T0201147075,2
T0201113075,T0201149078,2
T0201113075,T0201149077,2
T0201113075,T0201144075,2
T0201113075,T0201148074,2
T0201113075,T0201146077,2
T0201113075,T0202114101,1
T0202106166,T0102097193,1
T0202106166,T0102099187,1
T0202106166,T0202135154,2
T0202106166,T0202139156,2
T0202106166,T0202138158,2
T0202106166,T0202139156,2
T0202172104,T0302203120,2
T0202172104,T0302203120,2
T0202172104,T0302202117,2
T0202172104,T0302204120,2
T0202172104,T0302204120,2
T0202191114,T0202194148,2
T0202191114,T0202191142,2
T0202191114,T0202190147,2
T0202191114,T0202190146,2
T0202191114,T0202194147,2
T0202191114,T0202190145,2
T0202191114,T0202195145,2
T0202191114,T0302214115,1
T0202127105,T0201140074,2
T0202127105,T0202103115,1
T0202158171,T0202182146,2
T0202158171,T0202176145,2
T0202158171,T0202181144,2
T0202158171,T0202180147,2
T0202158171,T0202144181,1
T0202158171,T0202174141,2
T0202158171,T0202139185,1
T0202158171,T0202129192,1
T0202171106,T0201149081,2
T0202171106,T0202170105,1
T0202184118,T0201169091,1
T0202184118,T0202180111,1
T0202158126,T0202162157,2
T0202158126,T0202163160,2
T0202158126,T0202161156,2
T0202158126,T0202193130,1
T0202104163,T0202133166,2
T0202104163,T0202134165,2
T0202104163,T0202137162,2
T0202104163,T0202138163,2
T0202104163,T0202136162,2
T0202104163,T0202137165,2
T0202163122,T0202195136,1
T0202163122,T0202179148,2
T0202163122,T0202173153,2
T0202163122,T0202175153,2
T0202183165,T0202186169,1
T0202183165,T0302206196,1
T0202183165,T0302207182,2
T0202183165,T0302207182,2
T0202183165,T0302205185,2
T0202183165,T0302211184,2
T0202183165,T0302212187,2
T0202183165,T0302212184,2
T0202183165,T0302206187,2
T0202123150,T0102089178,1
T0202123150,T0202140123,2
T0202123150,T0202102167,1
T0202123150,T0202142126,2
T0203148268,T0203183261,2
T0203148268,T0203185266,2
T0203148268,T0203180264,2
T0203148268,T0203144297,1
T0203135256,T0203161276,2
T0203135256,T0203146267,1
T0203135256,T0203154280,2
T0203135256,T0203159279,2
T0203135256,T0203157275,2
T0203135256,T0203146267,1
T0203135256,T0203159274,2
T0203135256,T0203156283,2
T0203135256,T0203159275,2
T0203135256,T0203156280,2
T0203135256,T0203155279,2
T0203135256,T0203169290,1
T0203135256,T0203157276,2
T0203117239,T0103093263,2
T0203117239,T0103089262,2
T0203117239,T0203141214,1
T0203117239,T0203147207,1
T0203187296,T0204189328,2
T0203187296,T0204190331,2
T0203187296,T0304211300,1
T0203140231,T0203139268,1
T0203140231,T0203177228,2
T0203140231,T0203139265,1
T0203140231,T0203171229,2
T0203140231,T0203178230,2
T0203184252,T0303204231,2
T0203163258,T0203188238,2
T0203163258,T0203155268,1
T0203163258,T0203189237,2
T0203163258,T0203186234,2
T0203115216,T0103085232,2
T0203115216,T0103091235,2
T0203115216,T0103086236,2
T0203115216,T0203117213,1
T0203143233,T0203151270,2
T0203143233,T0203157235,1
T0203143233,T0203149269,2
T0203175209,T0203173240,2
T0203175209,T0203170239,2
T0203175209,T0203166243,2
T0203175209,T0203170238,2
T0203175209,T0203186207,1
T0203175209,T0303212203,1
T0203123245,T0103088256,2
T0203123245,T0103094253,2
T0203123245,T0103088256,2
T0203123245,T0103096255,2
T0203123245,T0203136213,1
T0203123245,T0203128233,1
T0204145307,T0203148275,2
T0204145307,T0203148274,2
T0204145307,T0204117309,1
T0204109346,T0104081326,2
T0204109346,T0104085326,2
T0204109346,T0104078325,2
T0204109346,T0104078322,2
T0204109346,T0104079325,2
T0204109346,T0104085321,2
T0204109346,T0104086325,2
T0204109346,T0104085320,2
T0204109346,T0104083327,2
T0204109346,T0104086325,2
T0204120384,T0105092410,2
T0204120384,T0105092405,2
T0204120384,T0105098411,2
T0204120384,T0105098411,2
T0204120384,T0105094408,2
T0204120384,T0105093411,2
T0204120384,T0105097410,2
T0204120384,T0204149352,1
T0204120384,T0204132371,1
T0204145384,T0204116399,2
T0204145384,T0204166350,1
T0204145384,T0204164352,1
T0204145384,T0204163355,1
T0204145384,T0205113401,2
T0204145384,T0205112400,2
T0204145384,T0205118404,2
T0204145384,T0205116401,2
T0204135340,T0204164341,2
T0204174359,T0204145350,2
T0204174359,T0204145350,2
T0204174359,T0204165333,1
T0204174359,T0204147347,2
T0204174359,T0204145349,2
T0204174359,T0204148348,2
T0204174359,T0204165332,1
T0204174359,T0204146345,2
T0204174359,T0204148352,2
T0204174359,T0204141348,2
T0204173312,T0203192288,2
T0204173312,T0203194290,2
T0204173312,T0203190290,2
T0204173312,T0203191291,2
T0204173312,T0203193287,2
T0204173312,T0204148336,1
T0204122353,T0204143334,1
T0204122353,T0204134342,1
T0204122353,T0204139338,1
T0204122353,T0204100378,2
T0204145331,T0203132297,1
T0204145331,T0204116319,2
T0204145331,T0204114319,2
T0204145331,T0204119317,2
T0204145331,T0204114316,2
T0204145331,T0204113318,2
T0204145331,T0204114316,2
T0204197382,T0205172405,1
T0204197382,T0205165410,1
T0204197382,T0304222360,2
T0204129323,T0203146299,2
T0204129323,T0204103343,1
T0204129323,T0204105342,1
T0204129323,T0204116333,1
T0204154391,T0204187394,2
T0204154391,T0205155415,1
T0204154391,T0205155426,1
T0204154391,T0205155412,1
T0204180306,T0204175336,2
T0204180306,T0204177340,2
T0204180306,T0204175340,2
T0204180306,T0304211301,1
T0204180306,T0304211301,1
T0204180306,T0304206302,1
T0205119416,T0205152434,2
T0205119416,T0205128432,1
T0205109432,T0205123464,2
T0205109432,T0205122466,2
T0205109432,T0205120466,2
T0205109432,T0205122458,2
T0205109432,T0205117462,2
T0205109432,T0205119463,2
T0205159418,T0205176409,1
T0205159418,T0205141444,2
T0205159418,T0205181406,1
T0205159418,T0205141444,2
T0205159418,T0205188403,1
T0205163472,T0205151440,1
T0205163472,T0205131457,2
T0205163472,T0205132460,2
T0205163472,T0205135459,2
T0205163472,T0205152443,1
T0205163472,T0205152444,1
T0205125484,T0205153469,2
T0205125484,T0205151472,2
T0205125484,T0206111517,1
T0205125484,T0206111519,1
T0205125484,T0206111520,1
T0205125484,T0206114512,1
T0205192456,T0305219474,2
T0205192456,T0305224474,2
T0205192456,T0305215493,1
T0205192456,T0305208483,1
T0205192456,T0305208482,1
T0205192456,T0305219476,2
T0205102428,T0105094457,1
T0205102428,T0205135420,2
T0205102428,T0205130415,2
T0205102428,T0205130417,2
T0205129453,T0205111479,2
T0205129453,T0205162434,1
T0205129453,T0205113480,2
T0205129453,T0205156438,1
T0205177446,T0205187433,1
T0205177446,T0205149463,2
T0205177446,T0205198419,1
T0205177446,T0205149462,2
T0205177446,T0305204410,1
T0205177446,T0305206408,1
T0205178476,T0305211480,2
T0205119424,T0105088413,2
T0205124457,T0105088482,1
T0205124457,T0205141425,2
T0205124457,T0205105470,1
T0205190443,T0205193464,1
T0205190443,T0205195481,1
T0205190443,T0205195482,1
T0205190443,T0305221449,2
T0206105510,T0206127534,2
T0206105510,T0206125538,2
T0206105510,T0206124538,2
T0206105510,T0206115518,1
T0206105510,T0206122539,2
T0206105510,T0206128540,2
T0206154559,T0206138527,2
T0206154559,T0206142534,2
T0206154559,T0206139531,2
T0206154559,T0206123544,1
T0206154559,T0206144529,2
T0206162526,T0206153553,2
T0206162526,T0206150554,2
T0206162526,T0206152551,2
T0206162526,T0206149550,2
T0206159599,T0206184589,1
T0206159599,T0206186589,1
T0206159599,T0206194585,1
T0206159599,T0207144628,2
T0206159599,T0207145627,2
T0206139504,T0205174492,2
T0206139504,T0205172495,2
T0206139504,T0205174491,2
T0206139504,T0205168495,2
T0206139504,T0206129531,1
T0206149589,T0206176565,2
T0206149589,T0207114622,1
T0206149589,T0207112625,1
T0206174548,T0306200530,2
T0206174548,T0306203531,2
T0206174548,T0306208532,2
T0206174548,T0306203529,2
T0206174548,T0306204537,2
T0206174548,T0306201532,2
T0206157550,T0206148575,1
T0206157550,T0206182542,2
T0206157550,T0206184543,2
T0206157550,T0206185544,2
T0206157550,T0206147578,1
T0206157550,T0206182539,2
T0206157550,T0206191539,2
T0206157550,T0206149573,1
T0206154526,T0205166498,1
T0206154526,T0206121539,2
T0206150543,T0206143576,2
T0206150543,T0206179538,1
T0206150543,T0206145581,2
T0206150543,T0206142576,2
T0206150543,T0206142579,2
T0206162550,T0206186566,2
T0206162550,T0206185566,2
T0206162550,T0206183572,2
T0206162550,T0206182569,2
T0206162550,T0206179570,1
T0206162550,T0206186572,2
T0207165649,T0207144676,2
T0207165649,T0207152677,2
T0207165649,T0207153676,2
T0207165649,T0207144675,2
T0207165649,T0207153675,2
T0207165649,T0207149673,2
T0207165649,T0207148678,2
T0207165649,T0207189634,1
T0207165613,T0207135614,2
T0207165613,T0207128614,2
T0207165613,T0207127615,2
T0207165613,T0207129615,2
T0207165613,T0207135616,2
T0207102605,T0106080570,1
T0207102605,T0106072591,2
T0207102605,T0106086579,1
T0207102605,T0106072588,2
T0207102605,T0106075592,2
T0207102605,T0106076588,2
T0207126604,T0106097595,1
T0207126604,T0106093593,1
T0207126604,T0206113574,2
T0207126604,T0206119575,2
T0207126604,T0206119572,2
T0207126604,T0206120573,2
T0207126604,T0206119576,2
T0207126604,T0207113600,1
T0207135623,T0207128607,1
T0207135623,T0207102614,2
T0207135623,T0207108609,2
T0207136670,T0207138637,2
T0207136670,T0207136640,2
T0207136670,T0207113672,1
T0207136670,T0207139635,2
T0207149663,T0207140686,1
T0207149663,T0207179654,2
T0207149663,T0207181647,2
T0207149663,T0207182648,2
T0207149663,T0207180648,2
T0207149663,T0207176650,2
T0207149663,T0207184649,2
T0207188692,T0208165718,1
T0207188692,T0307209669,2
T0207188692,T0307211670,2
T0207188692,T0307217671,2
T0207188692,T0307211669,2
