CUT TREE,VICTIM,Category Damage
T0105094400,T0204100369,2
T0105033406,T0105066403,2
T0105033406,T0105068400,2
T0105028443,T0105001450,2
T0106047598,T0106035573,1
T0106047598,T0106014585,2
T0106047598,T0106015587,2
T0106047598,T0106030564,1
T0106047598,T0106019580,2
T0106047598,T0106020584,2
T0106002537,T0106026508,1
T0106044581,T0106038548,2
T0106044581,T0106034551,2
T0106044581,T0106036550,2
T0106044581,T0106036546,2
T0106044581,T0106039546,2
T0106044581,T0106011574,1
T0106044581,T0106041554,2
T0106044581,T0106036549,2
T0106044581,T0106036553,2
T0106020500,T0106003521,1
T0106049586,T0106045587,1
T0106049586,T0106060553,2
T0106049586,T0106021593,1
T0106049586,T0106056551,2
T0106049586,T0106059556,2
T0106049586,T0106055550,2
T0106049586,T0106057548,2
T0106091542,T0106083559,1
T0106091542,T0206120529,2
T0106042595,T0106072581,1
T0106042595,T0107032614,2
T0106042595,T0107032618,2
T0106042595,T0107035618,2
T0106042595,T0107035616,2
T0106014567,T0106045565,2
T0106014567,T0106040566,2
T0106014567,T0106043562,2
T0106034525,T0106062504,2
T0106044543,T0106022564,2
T0106044543,T0106022564,2
T0106044543,T0106024566,2
T0106044543,T0106052536,1
T0106044543,T0106064525,1
T0106044543,T0106021569,2
T0106044543,T0106066524,1
T0106044543,T0106080511,1
T0106044543,T0106027567,2
T0106079525,T0106097559,1
T0106079525,T0106089544,1
T0106079525,T0206111540,2
T0106079525,T0206115541,2
T0106079525,T0206110537,2
T0106079525,T0206114542,2
T0106079525,T0206113542,2
T0106079525,T0206110538,2
T0106079525,T0206112544,2
T0106079525,T0206111542,2
T0106079525,T0206109539,2
T0106034564,T0106019534,2
T0106034564,T0106025538,2
T0106034564,T0106019542,2
T0106069556,T0106059586,2
T0106069556,T0106067586,2
T0106069556,T0106060588,2
T0106069556,T0106097550,1
T0106069556,T0106064589,2
T0106017549,T0106042526,2
T0106017549,T0106043534,2
T0106017549,T0106040531,2
T0106017549,T0106045527,2
T0106017549,T0106041534,2
T0106017549,T0106045531,2
T0106017549,T0106043529,2
T0106003583,T0107020605,2
T0106003583,T0107020612,2
T0106003583,T0107017609,2
T0106073596,T0107068606,1
T0106073596,T0206107578,2
T0106073596,T0206107579,2
T0106073596,T0206102582,2
T0106083575,T0107088609,2
T0106083575,T0107087608,2
T0106083575,T0107090613,2
T0107033668,T0107056642,2
T0107033668,T0107057639,2
T0107033668,T0107055643,2
T0107049680,T0107016670,2
T0107049680,T0107019672,2
T0107049680,T0107014668,2
T0107049680,T0107015669,2
T0107049680,T0107012676,2
T0107049680,T0107014672,2
T0107049680,T0107041645,1
T0107045616,T0106051583,2
T0107045616,T0106046582,2
T0107045616,T0106044586,2
T0107045616,T0106050587,2
T0107017640,T0107044617,2
T0107017640,T0107044620,2
T0107048686,T0107033661,1
T0107048686,T0107022666,2
T0107048686,T0107019666,2
T0107048686,T0107022666,2
T0107048686,T0107021671,2
T0107048686,T0107024669,2
T0107032694,T0107033660,1
T0107032694,T0107001694,2
T0107006619,T0107000650,2
T0107031659,T0107063678,2
T0107031659,T0107038674,1
T0107031659,T0107065676,2
T0107061624,T0107033607,2
T0107061624,T0107040605,2
T0107061624,T0107036602,2
T0107061624,T0107040605,2
T0107061624,T0107039603,2
T0107061624,T0107038605,2
T0107061624,T0107037601,2
T0107008600,T0106030585,1
T0107008600,T0106026587,1
T0107012609,T0107017640,2
T0107012609,T0107021636,2
T0107012609,T0107017639,2
T0107012609,T0107019641,2
T0107012609,T0107017643,2
T0107012609,T0107022643,2
T0107046642,T0107050671,2
T0107046642,T0107066647,1
T0107046642,T0107050669,2
T0107046642,T0107071648,1
T0107046642,T0107049669,2
T0107014602,T0107039620,2
T0107014602,T0107040627,2
T0107014602,T0107036622,2
T0107006654,T0107035662,2
T0107070666,T0107047690,2
T0107070666,T0107046694,2
T0107070666,T0107083654,1
T0107070666,T0107097641,1
T0108088724,T0108092754,2
T0108088724,T0108088746,2
T0108088724,T0108088753,2
T0108088724,T0108093751,2
T0108088724,T0108092751,2
T0108088724,T0108092747,2
T0108088724,T0108090752,2
T0108088724,T0108088750,2
T0108088724,T0108086752,2
T0108088724,T0208116725,1
T0108044700,T0108043737,2
T0108044700,T0108045733,2
T0108044700,T0108046732,2
T0108004712,T0108007704,1
T0108042700,T0107069685,2
T0108042700,T0107066680,2
T0108042700,T0107070684,2
T0108042700,T0108023727,1
T0108042700,T0108025724,1
T0108049781,T0108061797,1
T0108049781,T0108070794,2
T0108049781,T0108069796,2
T0108049781,T0108068799,2
T0108049781,T0109074800,2
T0108049781,T0109071801,2
T0108049781,T0109073813,1
T0108049781,T0109071800,2
T0108054747,T0108082727,2
T0108054747,T0108032775,1
T0108054747,T0108083726,2
T0108054747,T0108080729,2
T0108054747,T0108084729,2
T0108054747,T0108082727,2
T0108036738,T0108035766,2
T0108036738,T0108038770,2
T0108036738,T0108033769,2
T0108036738,T0108035768,2
T0108063713,T0108074745,2
T0108063713,T0108074747,2
T0108063713,T0108074745,2
T0108013709,T0107035691,1
T0108013709,T0107043685,1
T0108036722,T0108054706,2
T0108036722,T0108061704,2
T0108036722,T0108012751,1
T0108036722,T0108012751,1
T0108036722,T0108059701,2
T0108045778,T0109049806,2
T0108045778,T0109050814,2
T0108045778,T0109046807,2
T0108045778,T0109053813,2
T0108081739,T0108049730,2
T0108081739,T0108047729,2
T0108081739,T0108051728,2
T0108097730,T0108092703,2
T0108097730,T0108085707,2
T0108097730,T0108084705,2
T0108097730,T0108089707,2
T0108097730,T0108074722,1
T0108097730,T0108085705,2
T0108069767,T0108093795,1
T0108069767,T0108090787,2
T0108069767,T0108096799,1
T0108069767,T0108096786,2
T0108055773,T0108091757,1
T0108055773,T0108085760,1
T0108055773,T0109039807,2
T0108055773,T0109040805,2
T0108055773,T0109044804,2
T0108029767,T0108060759,2
T0108029767,T0108063762,2
T0108091764,T0108075735,2
T0108091764,T0108079738,2
T0108091764,T0108054749,1
T0108091764,T0108077732,2
T0108091764,T0108076730,2
T0108019776,T0108056786,2
T0108019776,T0108053785,2
T0108019776,T0108057783,2
T0108019776,T0108053787,2
T0108019776,T0108055784,2
T0108019776,T0109026812,1
T0109097876,T0109065871,2
T0109097876,T0109069871,2
T0109097876,T0109069864,2
T0109060825,T0109093826,2
T0109060825,T0109088830,2
T0109060825,T0109096828,2
T0109060825,T0109063843,1
T0109060825,T0109094832,2
T0109060825,T0109093833,2
T0109060825,T0109092834,2
T0109060825,T0109062839,1
T0109060825,T0109094831,2
T0109085880,T0109076877,1
T0109085880,T0109064873,1
T0109085880,T0109079857,2
T0109016822,T0109017858,2
T0109016822,T0109045823,1
T0109016822,T0109043823,1
T0109016822,T0109016859,2
T0109016822,T0109021854,2
T0109062827,T0109092843,2
T0109062827,T0109092846,2
T0109094807,T0108082778,2
T0109094807,T0108078775,2
T0109094807,T0108075780,2
T0109094807,T0108080773,2
T0109051826,T0109070817,1
T0109051826,T0109035851,2
T0109051826,T0109036858,2
T0109051826,T0109034854,2
T0109051826,T0109059822,1
T0109074827,T0109074860,2
T0109074827,T0109088828,1
T0109022881,T0110000903,2
T0109022881,T0110002903,2
T0109022881,T0110002904,2
T0109050853,T0109081845,2
T0109050853,T0109081847,2
T0109050853,T0109084851,2
T0109048897,T0110081905,2
T0109048897,T0110055926,1
T0109048897,T0110055928,1
T0109096850,T0109095877,2
T0109096850,T0109091880,2
T0109096850,T0109089875,2
T0109096850,T0109090881,2
T0109057815,T0108028795,2
T0109057815,T0108029794,2
T0109057815,T0108042795,1
T0109057815,T0108031779,1
T0109057815,T0108034796,2
T0109057815,T0108032796,2
T0109057815,T0108032791,2
T0109057815,T0108030779,1
T0109057815,T0108029797,2
T0109057815,T0108026794,2
T0109004887,T0109002865,1
T0109088808,T0209116810,2
T0109088808,T0209120811,2
T0109088808,T0209120808,2
T0109088808,T0209124807,2
T0109088808,T0209122805,2
T0110043906,T0109051870,2
T0110043906,T0109051869,2
T0110043906,T0109055869,2
T0110043906,T0109054875,2
T0110049904,T0109036873,1
T0110049904,T0109023890,2
T0110049904,T0109020891,2
T0110049904,T0109019896,2
T0110049904,T0109023889,2
T0110049904,T0109020896,2
T0110049904,T0109024890,2
T0110049904,T0109024893,2
T0110049904,T0109018893,2
T0110049904,T0109016893,2
T0110031927,T0109039896,1
T0110031927,T0110033920,1
T0110031927,T0110006936,2
T0110031927,T0110037905,1
T0110031927,T0110000934,2
T0110031927,T0110037905,1
T0110031927,T0110007932,2
T0110054908,T0109053879,2
T0110077917,T0110084951,1
T0110077917,T0110083951,1
T0110077917,T0210106924,2
T0110077917,T0210105921,2
T0110077917,T0210113924,2
T0110077917,T0210107923,2
T0110077917,T0210109923,2
T0110074933,T0109097899,1
T0110074933,T0109099897,1
T0110074933,T0110041952,2
T0110074933,T0110043953,2
T0110074933,T0110046956,2
T0110074933,T0110094903,1
T0110074933,T0110049955,2
T0110074933,T0110044950,2
T0110074933,T0110043949,2
T0110074933,T0209100895,1
T0110068901,T0109087891,1
T0110068901,T0110053936,2
T0110068901,T0110055932,2
T0110068901,T0110053930,2
T0110076972,T0110091965,1
T0110030998,T0110063992,2
T0110030998,T0110063995,2
T0110030998,T0110064995,2
T0110030998,T0110060991,2
T0110030998,T0110066991,2
T0110066962,T0110051982,2
T0110066962,T0110055990,2
T0110066962,T0110052986,2
T0110066962,T0110057984,2
T0110066962,T0110093948,1
T0110053977,T0110024957,2
T0110053977,T0110025959,2
T0110053977,T0110032944,1
T0110053977,T0110033945,1
T0110043969,T0110058999,2
T0110043969,T0110066984,1
T0201177035,T0201197044,1
T0201177035,T0201190060,2
T0201177035,T0201188065,2
T0201177035,T0201192062,2
T0201177035,T0201190059,2
T0201177035,T0201188063,2
T0201177035,T0201192062,2
T0201177035,T0201191064,2
T0201177035,T0301203047,1
T0201177035,T0301202046,1
T0201177035,T0301200045,1
T0201184028,T0201183007,1
T0201184028,T0201155028,2
T0201123098,T0201131092,1
T0201123098,T0201149078,1
T0201123098,T0202103122,2
T0201123098,T0202106128,2
T0201123098,T0202103121,2
T0201123098,T0202105128,2
T0201129028,T0201146003,2
T0201129028,T0201114042,1
T0201129028,T0201106050,1
T0201129028,T0201152009,2
T0201129028,T0201104052,1
T0201129028,T0201150008,2
T0201129028,T0201107048,1
T0201129028,T0201151008,2
T0201167004,T0201149022,2
T0201167004,T0201151020,2
T0201127039,T0201135074,2
T0201127039,T0201139069,2
T0201127039,T0201135071,2
T0201127039,T0201140074,2
T0201127039,T0201134076,2
T0201127039,T0201158047,1
T0201146097,T0201152062,1
T0201146097,T0201113099,2
T0201146097,T0201149077,1
T0201146097,T0201147091,1
T0201146097,T0202109102,2
T0201146097,T0202116103,2
T0201146097,T0202108102,2
T0201146097,T0202114101,2
T0201186021,T0201159021,2
T0201186021,T0201158022,2
T0201155033,T0201156007,2
T0201155033,T0201159004,2
T0201155033,T0201156004,2
T0201155033,T0201130034,1
T0201155033,T0201158001,2
T0201155033,T0201160006,2
T0201164045,T0201169018,2
T0201164045,T0201128049,1
T0201164045,T0201165014,2
T0201141097,T0201133060,2
T0201141097,T0201130062,2
T0201160072,T0201189077,2
T0201160072,T0201191074,2
T0201160072,T0201189076,2
T0201160072,T0201191077,2
T0201160072,T0201161078,1
T0201160072,T0201192077,2
T0201160072,T0202165107,1
T0201145034,T0201114035,2
T0201145034,T0201113032,2
T0201145034,T0201107030,2
T0201145034,T0201110032,2
T0201145034,T0201144007,1
T0201142058,T0201114041,2
T0201142058,T0201115043,2
T0201142058,T0201114040,2
T0201142058,T0201111041,2
T0201142058,T0201124022,1
T0201133054,T0201121088,2
T0201133054,T0201122085,2
T0201113075,T0101084065,2
T0201113075,T0101076067,2
T0201113075,T0101078065,2
T0202122113,T0201155087,1
T0202122113,T0202104133,2
T0202122113,T0202104135,2
T0202122113,T0202102133,2
T0202122113,T0202103134,2
T0202122113,T0202107137,2
T0202106166,T0202141180,2
T0202106166,T0202138184,2
T0202106166,T0202142180,2
T0202106166,T0202135179,2
T0202106166,T0202139185,2
T0202106166,T0202134183,2
T0202106166,T0203125204,1
T0202172104,T0202175138,2
T0202172104,T0202176135,2
T0202172104,T0202175134,2
T0202172104,T0202177135,2
T0202172104,T0202174141,2
T0202172104,T0302207108,1
T0202161105,T0201172078,2
T0202161105,T0202138110,1
T0202191114,T0201169091,2
T0202127105,T0201160097,1
T0202127105,T0202121135,2
T0202127105,T0202118137,2
T0202127105,T0202121135,2
T0202127105,T0202116141,2
T0202127105,T0202117135,2
T0202127105,T0202116137,2
T0202127105,T0202148100,1
T0202191142,T0202198178,2
T0202191142,T0202197179,2
T0202191142,T0202197176,2
T0202191142,T0202196172,2
T0202191142,T0202199179,2
T0202191142,T0302200179,2
T0202191142,T0302225148,1
T0202158171,T0202150154,1
T0202158171,T0202124153,2
T0202158171,T0202128154,2
T0202158171,T0202140134,1
T0202158171,T0202154163,1
T0202158171,T0202126154,2
T0202110109,T0202135115,2
T0202110109,T0202134108,2
T0202110109,T0202135115,2
T0202110109,T0202137112,2
T0202110109,T0202137114,2
T0202171106,T0201198090,2
T0202171106,T0201199087,2
T0202171106,T0202160121,1
T0202171106,T0301201089,2
T0202184118,T0202168145,2
T0202184118,T0202163147,2
T0202184118,T0301210099,1
T0202184118,T0302208100,1
T0202158126,T0202152154,2
T0202158126,T0202147154,2
T0202158126,T0202145160,2
T0202158126,T0202187116,1
T0202158126,T0202182118,1
T0202158126,T0202193114,1
T0202104163,T0202135154,2
T0202104163,T0202134155,2
T0202190147,T0202151148,2
T0202190147,T0202157145,2
T0202190147,T0202155151,2
T0202163122,T0202153155,2
T0202163122,T0202146151,2
T0202163122,T0202153156,2
T0202163122,T0202180115,1
T0202163122,T0202147151,2
T0202163122,T0202193109,1
T0202163122,T0202186112,1
T0202163122,T0202149149,2
T0202183165,T0202164168,1
T0202183165,T0202189137,2
T0202183165,T0202168167,1
T0202183165,T0202149170,1
T0202123150,T0102089145,1
T0202123150,T0202116121,2
T0202123150,T0202122117,2
T0202123150,T0202117119,2
T0202123150,T0202115119,2
T0203148268,T0203183273,1
T0203148268,T0204153306,2
T0203148268,T0204152306,2
T0203148268,T0204154301,2
T0203135256,T0203117228,2
T0203135256,T0203129252,1
T0203135256,T0203132254,1
T0203135256,T0203112228,2
T0203168209,T0202168184,2
T0203168209,T0202171178,2
T0203168209,T0202168185,2
T0203168209,T0203150211,1
T0203117239,T0203121269,2
T0203117239,T0203140240,1
T0203117239,T0203122271,2
T0203117239,T0203147241,1
T0203187296,T0203193261,2
T0203187296,T0203196264,2
T0203187296,T0203191261,2
T0203187296,T0204159300,1
T0203140231,T0203131203,2
T0203140231,T0203107219,1
T0203140231,T0203126200,2
T0203140231,T0203106218,1
T0203140231,T0203130200,2
T0203140231,T0203121224,1
T0203184252,T0203161285,1
T0203184252,T0203170272,1
T0203184252,T0303214235,2
T0203184252,T0303212235,2
T0203134291,T0203163261,1
T0203134291,T0203164259,1
T0203134291,T0203160264,1
T0203134291,T0203167258,1
T0203134291,T0203163262,1
T0203134291,T0204114316,2
T0203134291,T0204114316,2
T0203146267,T0203135238,2
T0203146267,T0203137234,2
T0203163258,T0203186278,2
T0203163258,T0203189281,2
T0203163258,T0203184279,2
T0203163258,T0203190290,1
T0203163258,T0203189284,2
T0203163258,T0203188283,2
T0203163258,T0203191291,1
T0203115216,T0103084224,2
T0203115216,T0103083218,2
T0203115216,T0103084226,2
T0203113280,T0103088276,1
T0203159231,T0203143250,2
T0203159231,T0203170222,1
T0203159231,T0203144253,2
T0203159231,T0203142254,2
T0203159231,T0203143249,2
T0203159231,T0203179214,1
T0203132284,T0203161292,2
T0203132284,T0203161292,2
T0203132284,T0203166295,2
T0203132284,T0204144313,1
T0203143233,T0203180219,2
T0203143233,T0203174220,2
T0203143233,T0203180219,2
T0203143233,T0203175216,2
T0203143233,T0203173223,2
T0203143233,T0203178219,2
T0203143233,T0203173217,2
T0203175209,T0203196235,2
T0203175209,T0203199233,2
T0203175209,T0203190222,1
T0203175209,T0303200233,2
T0203175209,T0303213242,1
T0204145307,T0203175284,2
T0204145307,T0203169290,2
T0204145307,T0203176284,2
T0204145307,T0203173284,2
T0204145307,T0204126332,1
T0204145307,T0204118342,1
T0204109346,T0204145350,2
